mart_name,category,availability_score,price_score,quality_score,variety_score,recommendation_score,price_band,stock_confidence,gift_suitability,daily_use_suitability,cooking_suitability,ready_to_eat_suitability,premium_feel,local_experience,tourist_accessibility,bulk_buy_suitability,delivery_friendliness,time_efficiency,tourist_fit,resident_fit,recommended_for,avoid_if,summary_copy,notes
Mercado de la Paz,빵/베이커리,4,3,5,4,4,보통,항상 있음,3,2,5,2,5,5,3,1,1,2,5,2,"아침 식사, 간단한 간식, 관광객",대형 선물용 식품 쇼핑이 목적일 때,빵/베이커리를 시장형 동선 안에서 보조적으로 고를 수 있는 선택지,"Mercado de la Paz는 일반적인 생활형 마트라기보다 신선식품·하몽·치즈·해산물 중심의 시장형 목적지에 가깝다. 운영시간과 동선, 카테고리 구조를 보면 Resident 기본 장보기보다는 특정 식재료를 사러 가는 방문에 더 잘 맞는다."
Mercado de la Paz,샐러드/간편채소,5,4,4,4,4,보통,보통,2,2,5,2,5,5,3,1,1,2,5,2,"건강식, 빠른 식사, 혼밥",시장형 제철 채소 탐색이 목적일 때,샐러드/간편채소를 시장형 동선 안에서 보조적으로 고를 수 있는 선택지,"Mercado de la Paz는 일반적인 생활형 마트라기보다 신선식품·하몽·치즈·해산물 중심의 시장형 목적지에 가깝다. 운영시간과 동선, 카테고리 구조를 보면 Resident 기본 장보기보다는 특정 식재료를 사러 가는 방문에 더 잘 맞는다."
Mercado de la Paz,맥주,5,4,4,4,2,저렴한 편,항상 있음,3,1,4,2,5,5,3,1,1,2,3,1,"숙소용 음료, 저녁 장보기, 친구 모임",와인·프리미엄 주류 탐색이 목적일 때,맥주를 기준으로 일상 장보기를 하기엔 비효율적인 시장형 선택지,"Mercado de la Paz는 일반적인 생활형 마트라기보다 신선식품·하몽·치즈·해산물 중심의 시장형 목적지에 가깝다. 운영시간과 동선, 카테고리 구조를 보면 Resident 기본 장보기보다는 특정 식재료를 사러 가는 방문에 더 잘 맞는다."
Mercado de la Paz,기념품용 간식,3,3,5,4,4,보통,보통,5,1,4,3,5,5,2,1,1,1,5,2,"관광객, 선물용, 회사·지인용 간단 선물",생활비 절약형 대량 장보기가 목적일 때,기념품용 간식을 시장형 동선 안에서 보조적으로 고를 수 있는 선택지,"Mercado de la Paz는 일반적인 생활형 마트라기보다 신선식품·하몽·치즈·해산물 중심의 시장형 목적지에 가깝다. 운영시간과 동선, 카테고리 구조를 보면 Resident 기본 장보기보다는 특정 식재료를 사러 가는 방문에 더 잘 맞는다."
Sánchez Romero,하몽,4,2,5,4,4,높은 편,항상 있음,5,1,4,2,5,2,3,1,2,3,4,2,"관광객, 선물용, 스페인 대표 식재료",최저가 생활 장보기가 우선일 때,정돈된 프리미엄 환경에서 하몽을 비교해 보기 좋은 곳,"비싼 하몽·치즈·와인이 눈에 띄었고, 전체적으로 잘 정돈되어 있었다. 체험적으로 압도적인 개성은 약하지만 쾌적하고 안정적인 프리미엄 쇼핑에 가깝다."
Sánchez Romero,올리브오일,4,2,4,4,4,보통,항상 있음,5,2,4,2,4,2,3,1,2,3,4,3,"관광객, 집밥용, 선물용",브랜드 탐색보다 무조건 최저가가 중요할 때,정돈된 프리미엄 슈퍼마켓에서 올리브오일을 고를 때 무난하게 연결되는 선택지,"비싼 하몽·치즈·와인이 눈에 띄었고, 전체적으로 잘 정돈되어 있었다. 체험적으로 압도적인 개성은 약하지만 쾌적하고 안정적인 프리미엄 쇼핑에 가깝다."
Sánchez Romero,치즈,4,2,5,4,4,높은 편,항상 있음,5,1,4,2,5,2,3,1,2,3,4,3,"관광객, 미식 탐방, 와인 안주",생활형 대량 구매가 우선일 때,정돈된 프리미엄 환경에서 치즈를 비교해 보기 좋은 곳,"비싼 하몽·치즈·와인이 눈에 띄었고, 전체적으로 잘 정돈되어 있었다. 체험적으로 압도적인 개성은 약하지만 쾌적하고 안정적인 프리미엄 쇼핑에 가깝다."
Sánchez Romero,초리소,4,2,3,3,3,보통,보통,4,1,3,2,4,2,3,1,2,3,3,3,"델리 식품 탐색, 집밥 보조 재료",강한 현지 체험이나 강한 가성비만 기대할 때,정돈된 프리미엄 슈퍼마켓에서 초리소를 보충할 때 무난하게 연결되는 선택지,"비싼 하몽·치즈·와인이 눈에 띄었고, 전체적으로 잘 정돈되어 있었다. 체험적으로 압도적인 개성은 약하지만 쾌적하고 안정적인 프리미엄 쇼핑에 가깝다."
Sánchez Romero,토마토,4,2,4,3,3,보통,보통,2,3,3,2,5,2,3,1,2,3,3,3,"직접 요리, 신선 채소 보충",냉동·즉석식 중심 쇼핑일 때,정돈된 프리미엄 슈퍼마켓에서 토마토 같은 기본 채소를 살 때 무난하게 연결되는 선택지,"비싼 하몽·치즈·와인이 눈에 띄었고, 전체적으로 잘 정돈되어 있었다. 체험적으로 압도적인 개성은 약하지만 쾌적하고 안정적인 프리미엄 쇼핑에 가깝다."
Sánchez Romero,납작복숭아,3,2,3,3,3,보통,시즌성,3,2,3,2,5,2,3,1,1,2,3,3,"제철 과일 체험, 관광객",항상 같은 재고 안정성을 기대할 때,정돈된 프리미엄 슈퍼마켓에서 납작복숭아 같은 제철 과일을 찾을 때 무난하게 연결되는 선택지,"비싼 하몽·치즈·와인이 눈에 띄었고, 전체적으로 잘 정돈되어 있었다. 체험적으로 압도적인 개성은 약하지만 쾌적하고 안정적인 프리미엄 쇼핑에 가깝다."
Sánchez Romero,오렌지,4,2,3,3,3,보통,항상 있음,3,3,3,2,4,2,3,1,2,3,3,3,"아침용 과일, 생활형 과일 보충",프리미엄 과일 체험이 목적일 때,정돈된 프리미엄 슈퍼마켓에서 오렌지를 살 때 무난하게 연결되는 선택지,"비싼 하몽·치즈·와인이 눈에 띄었고, 전체적으로 잘 정돈되어 있었다. 체험적으로 압도적인 개성은 약하지만 쾌적하고 안정적인 프리미엄 쇼핑에 가깝다."
Sánchez Romero,포도,3,2,3,3,3,보통,시즌성,3,2,3,2,4,2,3,1,1,2,3,3,"과일 보충, 간단한 안주 재료",과일 전문 마켓 경험을 기대할 때,정돈된 프리미엄 슈퍼마켓에서 포도 같은 보조 과일을 고를 때 무난하게 연결되는 선택지,"비싼 하몽·치즈·와인이 눈에 띄었고, 전체적으로 잘 정돈되어 있었다. 체험적으로 압도적인 개성은 약하지만 쾌적하고 안정적인 프리미엄 쇼핑에 가깝다."
Sánchez Romero,빠에야 재료,4,2,4,4,4,보통,보통,2,3,2,2,5,2,4,1,2,3,3,3,"직접 요리, 친구 모임, 관광객 체험",바로 먹는 음식이 급할 때,정돈된 프리미엄 슈퍼마켓에서 빠에야 재료를 한 번에 모을 때 무난하게 연결되는 선택지,"비싼 하몽·치즈·와인이 눈에 띄었고, 전체적으로 잘 정돈되어 있었다. 체험적으로 압도적인 개성은 약하지만 쾌적하고 안정적인 프리미엄 쇼핑에 가깝다."
Sánchez Romero,가스파초 재료,4,2,4,3,3,보통,보통,2,3,2,2,5,2,4,1,2,3,3,3,"여름 요리, 신선 채소 장보기",생활용품 중심 쇼핑일 때,정돈된 프리미엄 슈퍼마켓에서 가스파초 재료를 모을 때 무난하게 연결되는 선택지,"비싼 하몽·치즈·와인이 눈에 띄었고, 전체적으로 잘 정돈되어 있었다. 체험적으로 압도적인 개성은 약하지만 쾌적하고 안정적인 프리미엄 쇼핑에 가깝다."
Sánchez Romero,토르티야 재료,4,2,3,3,3,보통,항상 있음,3,3,3,2,4,2,4,1,2,3,3,3,"집밥, 유학생, 기본 식재료 장보기",프리미엄 식재료 경험이 더 중요할 때,정돈된 프리미엄 슈퍼마켓에서 토르티야 재료를 살 때 무난하게 연결되는 선택지,"비싼 하몽·치즈·와인이 눈에 띄었고, 전체적으로 잘 정돈되어 있었다. 체험적으로 압도적인 개성은 약하지만 쾌적하고 안정적인 프리미엄 쇼핑에 가깝다."
Sánchez Romero,해산물,3,2,4,3,3,높은 편,보통,2,1,2,2,5,2,3,1,2,2,3,3,"빠에야, 해산물 요리, 미식 탐방",저렴한 냉동 해산물 중심 장보기,정돈된 프리미엄 슈퍼마켓에서 해산물 요리를 준비할 때 무난하게 연결되는 선택지,"비싼 하몽·치즈·와인이 눈에 띄었고, 전체적으로 잘 정돈되어 있었다. 체험적으로 압도적인 개성은 약하지만 쾌적하고 안정적인 프리미엄 쇼핑에 가깝다."
Sánchez Romero,쌀,5,3,3,3,4,저렴한 편,항상 있음,2,3,3,2,4,2,4,1,2,4,3,4,"생활형 요리, 기본 재료 보충",전문 쌀 카테고리 다양성을 기대할 때,정돈된 프리미엄 슈퍼마켓에서 쌀을 고를 때 무난하게 연결되는 선택지,"비싼 하몽·치즈·와인이 눈에 띄었고, 전체적으로 잘 정돈되어 있었다. 체험적으로 압도적인 개성은 약하지만 쾌적하고 안정적인 프리미엄 쇼핑에 가깝다."
Sánchez Romero,냉동식품,5,3,3,4,4,저렴한 편,항상 있음,1,1,5,2,4,2,2,2,2,4,3,4,"유학생, 혼밥, 바쁜 일정",신선식품 중심 장보기가 목적일 때,정돈된 프리미엄 슈퍼마켓에서 냉동식품 위주로 장볼 때 무난하게 연결되는 선택지,"비싼 하몽·치즈·와인이 눈에 띄었고, 전체적으로 잘 정돈되어 있었다. 체험적으로 압도적인 개성은 약하지만 쾌적하고 안정적인 프리미엄 쇼핑에 가깝다."
Sánchez Romero,즉석식품,4,3,3,4,3,저렴한 편,보통,1,1,5,2,4,2,1,2,2,4,3,3,"바로 먹는 식사, 늦은 저녁, 혼밥",정통 식재료 탐색이 목적일 때,정돈된 프리미엄 슈퍼마켓에서 바로 먹을 음식을 찾을 때 무난하게 연결되는 선택지,"비싼 하몽·치즈·와인이 눈에 띄었고, 전체적으로 잘 정돈되어 있었다. 체험적으로 압도적인 개성은 약하지만 쾌적하고 안정적인 프리미엄 쇼핑에 가깝다."
Sánchez Romero,생활 용품,5,3,3,4,4,저렴한 편,항상 있음,1,1,1,2,4,2,1,2,2,4,2,4,"장기 체류자, 유학생, 보충형 장보기",기념품형 쇼핑이 목적일 때,정돈된 프리미엄 슈퍼마켓에서 생활용품을 보충할 때 무난하게 연결되는 선택지,"비싼 하몽·치즈·와인이 눈에 띄었고, 전체적으로 잘 정돈되어 있었다. 체험적으로 압도적인 개성은 약하지만 쾌적하고 안정적인 프리미엄 쇼핑에 가깝다."
Sánchez Romero,청소용품,5,3,3,4,4,저렴한 편,보통,1,1,1,2,4,2,1,2,2,4,2,4,"자취, 생활비 절약형 장보기",식재료 중심 장보기가 목적일 때,정돈된 프리미엄 슈퍼마켓에서 청소용품을 살 때 무난하게 연결되는 선택지,"비싼 하몽·치즈·와인이 눈에 띄었고, 전체적으로 잘 정돈되어 있었다. 체험적으로 압도적인 개성은 약하지만 쾌적하고 안정적인 프리미엄 쇼핑에 가깝다."
Sánchez Romero,생수/음료,5,2,3,3,3,보통,항상 있음,2,3,3,2,4,2,2,2,2,4,3,3,"기본 음료 보충, 숙소용 구매",프리미엄 와인·기념품 쇼핑이 목적일 때,정돈된 프리미엄 슈퍼마켓에서 생수나 음료를 살 때 무난하게 연결되는 선택지,"비싼 하몽·치즈·와인이 눈에 띄었고, 전체적으로 잘 정돈되어 있었다. 체험적으로 압도적인 개성은 약하지만 쾌적하고 안정적인 프리미엄 쇼핑에 가깝다."
Sánchez Romero,와인,3,2,5,5,5,높은 편,항상 있음,5,1,2,3,5,2,1,1,3,2,4,2,"기념품, 저녁 식사, 선물용",대량 가성비 주류 쇼핑이 목적일 때,정돈된 프리미엄 환경에서 와인을 비교해 보기 좋은 곳,"와인과 치즈, 델리류가 잘 정리되어 있어 중상급 식재료 쇼핑 감도가 높다."
Sánchez Romero,일식 재료,4,2,4,5,4,보통,보통,3,2,2,2,4,2,4,1,2,3,3,3,"일식 재료 탐색, 색다른 식재료 경험",현지 전통 식재료 체험이 우선일 때,정돈된 프리미엄 슈퍼마켓에서 일식 재료를 찾을 때 무난하게 연결되는 선택지,"비싼 하몽·치즈·와인이 눈에 띄었고, 전체적으로 잘 정돈되어 있었다. 체험적으로 압도적인 개성은 약하지만 쾌적하고 안정적인 프리미엄 쇼핑에 가깝다."
Sánchez Romero,아시아 식재료,4,2,3,5,4,보통,보통,3,2,2,2,4,2,4,1,2,3,3,3,"아시아 요리, 유학생, 대체 식재료 탐색",전문 아시아 마켓 수준을 기대할 때,정돈된 프리미엄 슈퍼마켓에서 아시아 식재료를 찾을 때 무난하게 연결되는 선택지,"비싼 하몽·치즈·와인이 눈에 띄었고, 전체적으로 잘 정돈되어 있었다. 체험적으로 압도적인 개성은 약하지만 쾌적하고 안정적인 프리미엄 쇼핑에 가깝다."
Sánchez Romero,PB상품,5,4,3,4,4,저렴한 편,항상 있음,1,3,1,2,4,2,1,2,2,5,3,4,"유학생, 반복 구매, 생활비 절약",고급 선물용 쇼핑이 목적일 때,정돈된 프리미엄 슈퍼마켓에서 PB상품 위주로 장볼 때 무난하게 연결되는 선택지,"비싼 하몽·치즈·와인이 눈에 띄었고, 전체적으로 잘 정돈되어 있었다. 체험적으로 압도적인 개성은 약하지만 쾌적하고 안정적인 프리미엄 쇼핑에 가깝다."
Sánchez Romero,우유/요거트,5,3,3,4,4,저렴한 편,항상 있음,2,3,3,2,4,2,2,2,2,4,3,4,"아침 식사, 생활형 장보기",프리미엄 치즈·델리 경험이 목적일 때,정돈된 프리미엄 슈퍼마켓에서 우유나 요거트를 보충할 때 무난하게 연결되는 선택지,"비싼 하몽·치즈·와인이 눈에 띄었고, 전체적으로 잘 정돈되어 있었다. 체험적으로 압도적인 개성은 약하지만 쾌적하고 안정적인 프리미엄 쇼핑에 가깝다."
Sánchez Romero,달걀,5,3,3,4,4,저렴한 편,항상 있음,2,3,3,2,4,2,4,2,2,4,3,4,"집밥, 요리용 기본 재료",관광용 기념품 쇼핑이 목적일 때,정돈된 프리미엄 슈퍼마켓에서 달걀 같은 기본 식재료를 살 때 무난하게 연결되는 선택지,"비싼 하몽·치즈·와인이 눈에 띄었고, 전체적으로 잘 정돈되어 있었다. 체험적으로 압도적인 개성은 약하지만 쾌적하고 안정적인 프리미엄 쇼핑에 가깝다."
Sánchez Romero,파스타/면,5,3,3,4,4,저렴한 편,항상 있음,2,3,3,2,4,2,4,2,2,4,3,4,"생활형 요리, 장기 체류자",시장형 신선식품 체험이 목적일 때,정돈된 프리미엄 슈퍼마켓에서 파스타나 면류를 장볼 때 무난하게 연결되는 선택지,"비싼 하몽·치즈·와인이 눈에 띄었고, 전체적으로 잘 정돈되어 있었다. 체험적으로 압도적인 개성은 약하지만 쾌적하고 안정적인 프리미엄 쇼핑에 가깝다."
Sánchez Romero,빵/베이커리,4,2,4,4,4,보통,항상 있음,3,3,4,2,4,2,2,2,2,3,3,3,"아침 식사, 간단한 간식, 관광객",대형 선물용 식품 쇼핑이 목적일 때,정돈된 프리미엄 슈퍼마켓에서 빵이나 베이커리를 고를 때 무난하게 연결되는 선택지,"비싼 하몽·치즈·와인이 눈에 띄었고, 전체적으로 잘 정돈되어 있었다. 체험적으로 압도적인 개성은 약하지만 쾌적하고 안정적인 프리미엄 쇼핑에 가깝다."
Sánchez Romero,샐러드/간편채소,5,3,3,4,4,보통,보통,2,3,5,2,4,2,2,2,2,4,3,3,"건강식, 빠른 식사, 혼밥",시장형 제철 채소 탐색이 목적일 때,정돈된 프리미엄 슈퍼마켓에서 샐러드나 간편채소를 살 때 무난하게 연결되는 선택지,"비싼 하몽·치즈·와인이 눈에 띄었고, 전체적으로 잘 정돈되어 있었다. 체험적으로 압도적인 개성은 약하지만 쾌적하고 안정적인 프리미엄 쇼핑에 가깝다."
Sánchez Romero,맥주,5,3,3,4,4,저렴한 편,항상 있음,3,2,3,2,4,2,2,2,2,4,3,3,"숙소용 음료, 저녁 장보기, 친구 모임",와인·프리미엄 주류 탐색이 목적일 때,정돈된 프리미엄 슈퍼마켓에서 맥주를 고를 때 무난하게 연결되는 선택지,"비싼 하몽·치즈·와인이 눈에 띄었고, 전체적으로 잘 정돈되어 있었다. 체험적으로 압도적인 개성은 약하지만 쾌적하고 안정적인 프리미엄 쇼핑에 가깝다."
Sánchez Romero,기념품용 간식,3,2,4,4,3,보통,보통,5,1,3,3,4,2,1,1,3,2,4,2,"관광객, 선물용, 회사·지인용 간단 선물",생활비 절약형 대량 장보기가 목적일 때,정돈된 프리미엄 슈퍼마켓에서 가볍게 선물할 간식을 찾을 때 무난하게 연결되는 선택지,"비싼 하몽·치즈·와인이 눈에 띄었고, 전체적으로 잘 정돈되어 있었다. 체험적으로 압도적인 개성은 약하지만 쾌적하고 안정적인 프리미엄 쇼핑에 가깝다."
Mercadona,하몽,4,5,3,4,4,보통,항상 있음,2,4,5,4,1,2,3,5,3,4,4,4,"관광객, 선물용, 스페인 대표 식재료",최저가 생활 장보기가 우선일 때,생활형 장보기의 기준점이 되는 실속형 마트에서 하몽을 고를 때 무난하게 연결되는 선택지,"생활형 장보기에서 가장 기준점이 되는 느낌이 강하다. PB와 반복구매용 상품이 탄탄하고, Resident Mode에서 가격과 장바구니 감각을 잡는 anchor로 쓰기 좋다."
Mercadona,올리브오일,4,5,3,4,4,보통,항상 있음,2,5,5,4,1,2,3,5,3,4,4,5,"관광객, 집밥용, 선물용",브랜드 탐색보다 무조건 최저가가 중요할 때,생활형 장보기의 기준점이 되는 실속형 마트에서 올리브오일을 고를 때 무난하게 연결되는 선택지,"생활형 장보기에서 가장 기준점이 되는 느낌이 강하다. PB와 반복구매용 상품이 탄탄하고, Resident Mode에서 가격과 장바구니 감각을 잡는 anchor로 쓰기 좋다."
Mercadona,치즈,4,5,3,4,4,보통,항상 있음,2,4,5,4,1,2,3,5,3,4,4,5,"관광객, 미식 탐방, 와인 안주",생활형 대량 구매가 우선일 때,생활형 장보기의 기준점이 되는 실속형 마트에서 치즈를 고를 때 무난하게 연결되는 선택지,"생활형 장보기에서 가장 기준점이 되는 느낌이 강하다. PB와 반복구매용 상품이 탄탄하고, Resident Mode에서 가격과 장바구니 감각을 잡는 anchor로 쓰기 좋다."
Mercadona,초리소,4,5,2,3,3,보통,보통,1,4,4,4,1,2,3,5,3,4,3,5,"델리 식품 탐색, 집밥 보조 재료",강한 현지 체험이나 강한 가성비만 기대할 때,생활형 장보기의 기준점이 되는 실속형 마트에서 초리소를 보충할 때 무난하게 연결되는 선택지,"생활형 장보기에서 가장 기준점이 되는 느낌이 강하다. PB와 반복구매용 상품이 탄탄하고, Resident Mode에서 가격과 장바구니 감각을 잡는 anchor로 쓰기 좋다."
Mercadona,토마토,4,5,3,3,4,보통,보통,0,5,4,4,2,2,3,5,3,4,3,5,"직접 요리, 신선 채소 보충",냉동·즉석식 중심 쇼핑일 때,생활형 장보기의 기준점이 되는 실속형 마트에서 토마토 같은 기본 채소를 살 때 무난하게 연결되는 선택지,"생활형 장보기에서 가장 기준점이 되는 느낌이 강하다. PB와 반복구매용 상품이 탄탄하고, Resident Mode에서 가격과 장바구니 감각을 잡는 anchor로 쓰기 좋다."
Mercadona,납작복숭아,3,5,2,3,3,보통,시즌성,0,5,4,4,2,2,3,5,2,3,3,5,"제철 과일 체험, 관광객",항상 같은 재고 안정성을 기대할 때,생활형 장보기의 기준점이 되는 실속형 마트에서 납작복숭아 같은 제철 과일을 찾을 때 무난하게 연결되는 선택지,"생활형 장보기에서 가장 기준점이 되는 느낌이 강하다. PB와 반복구매용 상품이 탄탄하고, Resident Mode에서 가격과 장바구니 감각을 잡는 anchor로 쓰기 좋다."
Mercadona,오렌지,4,5,2,3,3,보통,항상 있음,0,5,4,4,1,2,3,5,3,4,3,5,"아침용 과일, 생활형 과일 보충",프리미엄 과일 체험이 목적일 때,생활형 장보기의 기준점이 되는 실속형 마트에서 오렌지를 살 때 무난하게 연결되는 선택지,"생활형 장보기에서 가장 기준점이 되는 느낌이 강하다. PB와 반복구매용 상품이 탄탄하고, Resident Mode에서 가격과 장바구니 감각을 잡는 anchor로 쓰기 좋다."
Mercadona,포도,3,5,2,3,3,보통,시즌성,0,5,4,4,1,2,3,5,2,3,3,5,"과일 보충, 간단한 안주 재료",과일 전문 마켓 경험을 기대할 때,생활형 장보기의 기준점이 되는 실속형 마트에서 포도 같은 보조 과일을 고를 때 무난하게 연결되는 선택지,"생활형 장보기에서 가장 기준점이 되는 느낌이 강하다. PB와 반복구매용 상품이 탄탄하고, Resident Mode에서 가격과 장바구니 감각을 잡는 anchor로 쓰기 좋다."
Mercadona,빠에야 재료,4,5,3,4,4,보통,보통,0,5,3,4,2,2,4,5,3,4,3,5,"직접 요리, 친구 모임, 관광객 체험",바로 먹는 음식이 급할 때,생활형 장보기의 기준점이 되는 실속형 마트에서 빠에야 재료를 한 번에 모을 때 무난하게 연결되는 선택지,"생활형 장보기에서 가장 기준점이 되는 느낌이 강하다. PB와 반복구매용 상품이 탄탄하고, Resident Mode에서 가격과 장바구니 감각을 잡는 anchor로 쓰기 좋다."
Mercadona,가스파초 재료,4,5,3,3,4,보통,보통,0,5,3,4,2,2,4,5,3,4,3,5,"여름 요리, 신선 채소 장보기",생활용품 중심 쇼핑일 때,생활형 장보기의 기준점이 되는 실속형 마트에서 가스파초 재료를 모을 때 무난하게 연결되는 선택지,"생활형 장보기에서 가장 기준점이 되는 느낌이 강하다. PB와 반복구매용 상품이 탄탄하고, Resident Mode에서 가격과 장바구니 감각을 잡는 anchor로 쓰기 좋다."
Mercadona,토르티야 재료,4,5,2,3,3,보통,항상 있음,0,5,4,4,1,2,4,5,3,4,3,5,"집밥, 유학생, 기본 식재료 장보기",프리미엄 식재료 경험이 더 중요할 때,생활형 장보기의 기준점이 되는 실속형 마트에서 토르티야 재료를 살 때 무난하게 연결되는 선택지,"생활형 장보기에서 가장 기준점이 되는 느낌이 강하다. PB와 반복구매용 상품이 탄탄하고, Resident Mode에서 가격과 장바구니 감각을 잡는 anchor로 쓰기 좋다."
Mercadona,해산물,3,5,3,3,3,높은 편,보통,0,4,3,4,2,2,3,5,3,3,3,5,"빠에야, 해산물 요리, 미식 탐방",저렴한 냉동 해산물 중심 장보기,생활형 장보기의 기준점이 되는 실속형 마트에서 해산물 요리를 준비할 때 무난하게 연결되는 선택지,"생활형 장보기에서 가장 기준점이 되는 느낌이 강하다. PB와 반복구매용 상품이 탄탄하고, Resident Mode에서 가격과 장바구니 감각을 잡는 anchor로 쓰기 좋다."
Mercadona,쌀,5,5,2,3,4,저렴한 편,항상 있음,0,5,4,4,1,2,4,5,3,5,3,5,"생활형 요리, 기본 재료 보충",전문 쌀 카테고리 다양성을 기대할 때,쌀을 생활형 기준선처럼 보기 좋은 Resident anchor 선택지,"생활형 장보기에서 가장 기준점이 되는 느낌이 강하다. PB와 반복구매용 상품이 탄탄하고, Resident Mode에서 가격과 장바구니 감각을 잡는 anchor로 쓰기 좋다."
Mercadona,냉동식품,5,5,2,4,4,저렴한 편,항상 있음,0,4,5,4,1,2,2,5,3,5,3,5,"유학생, 혼밥, 바쁜 일정",신선식품 중심 장보기가 목적일 때,냉동식품을 생활형 기준선처럼 보기 좋은 Resident anchor 선택지,"생활형 장보기에서 가장 기준점이 되는 느낌이 강하다. PB와 반복구매용 상품이 탄탄하고, Resident Mode에서 가격과 장바구니 감각을 잡는 anchor로 쓰기 좋다."
Mercadona,즉석식품,5,4,2,4,5,저렴한 편,보통,0,4,5,5,1,2,1,5,3,5,3,5,"바로 먹는 식사, 늦은 저녁, 혼밥",정통 식재료 탐색이 목적일 때,즉석식품을 생활형 기준선처럼 보기 좋은 Resident anchor 선택지,"생활형 장보기에서 가장 기준점이 되는 느낌이 강하다. PB와 반복구매용 상품이 탄탄하고, Resident Mode에서 가격과 장바구니 감각을 잡는 anchor로 쓰기 좋다."
Mercadona,생활 용품,5,5,2,4,5,저렴한 편,항상 있음,0,5,2,4,1,2,1,5,3,5,2,5,"장기 체류자, 유학생, 보충형 장보기",기념품형 쇼핑이 목적일 때,생활 용품을 생활형 기준선처럼 보기 좋은 Resident anchor 선택지,"생활형 장보기에서 가장 기준점이 되는 느낌이 강하다. PB와 반복구매용 상품이 탄탄하고, Resident Mode에서 가격과 장바구니 감각을 잡는 anchor로 쓰기 좋다."
Mercadona,청소용품,5,5,2,4,5,저렴한 편,항상 있음,0,5,2,4,1,2,1,5,3,5,2,5,"자취, 생활비 절약형 장보기",식재료 중심 장보기가 목적일 때,청소용품을 생활형 기준선처럼 보기 좋은 Resident anchor 선택지,"생활형 장보기에서 가장 기준점이 되는 느낌이 강하다. PB와 반복구매용 상품이 탄탄하고, Resident Mode에서 가격과 장바구니 감각을 잡는 anchor로 쓰기 좋다."
Mercadona,생수/음료,5,5,2,3,4,보통,항상 있음,0,5,4,4,1,2,2,5,3,5,3,5,"기본 음료 보충, 숙소용 구매",프리미엄 와인·기념품 쇼핑이 목적일 때,생활형 장보기의 기준점이 되는 실속형 마트에서 생수나 음료를 살 때 무난하게 연결되는 선택지,"생활형 장보기에서 가장 기준점이 되는 느낌이 강하다. PB와 반복구매용 상품이 탄탄하고, Resident Mode에서 가격과 장바구니 감각을 잡는 anchor로 쓰기 좋다."
Mercadona,와인,3,5,3,4,4,보통,항상 있음,2,4,3,5,1,2,1,5,4,3,4,4,"기념품, 저녁 식사, 선물용",대량 가성비 주류 쇼핑이 목적일 때,생활형 장보기의 기준점이 되는 실속형 마트에서 와인을 고를 때 무난하게 연결되는 선택지,"생활형 장보기에서 가장 기준점이 되는 느낌이 강하다. PB와 반복구매용 상품이 탄탄하고, Resident Mode에서 가격과 장바구니 감각을 잡는 anchor로 쓰기 좋다."
Mercadona,일식 재료,4,5,3,5,4,보통,보통,0,5,3,4,1,2,4,5,3,4,3,5,"일식 재료 탐색, 색다른 식재료 경험",현지 전통 식재료 체험이 우선일 때,생활형 장보기의 기준점이 되는 실속형 마트에서 일식 재료를 찾을 때 무난하게 연결되는 선택지,"생활형 장보기에서 가장 기준점이 되는 느낌이 강하다. PB와 반복구매용 상품이 탄탄하고, Resident Mode에서 가격과 장바구니 감각을 잡는 anchor로 쓰기 좋다."
Mercadona,아시아 식재료,4,5,2,5,4,보통,보통,0,5,3,4,1,2,4,5,3,4,3,5,"아시아 요리, 유학생, 대체 식재료 탐색",전문 아시아 마켓 수준을 기대할 때,생활형 장보기의 기준점이 되는 실속형 마트에서 아시아 식재료를 찾을 때 무난하게 연결되는 선택지,"생활형 장보기에서 가장 기준점이 되는 느낌이 강하다. PB와 반복구매용 상품이 탄탄하고, Resident Mode에서 가격과 장바구니 감각을 잡는 anchor로 쓰기 좋다."
Mercadona,PB상품,5,5,4,5,5,저렴한 편,항상 있음,1,5,2,4,1,2,1,5,3,5,3,5,"유학생, 반복 구매, 생활비 절약",고급 선물용 쇼핑이 목적일 때,PB상품을 기준점처럼 보기 좋은 생활형 anchor 마트,"스페인 생활형 장보기의 기준선으로 두기 좋은 카테고리이며, 반복 구매와 예산 관리 감각을 잡기 쉽다."
Mercadona,우유/요거트,5,5,2,4,5,저렴한 편,항상 있음,0,5,4,4,1,2,2,5,3,5,3,5,"아침 식사, 생활형 장보기",프리미엄 치즈·델리 경험이 목적일 때,우유/요거트를 생활형 기준선처럼 보기 좋은 Resident anchor 선택지,"생활형 장보기에서 가장 기준점이 되는 느낌이 강하다. PB와 반복구매용 상품이 탄탄하고, Resident Mode에서 가격과 장바구니 감각을 잡는 anchor로 쓰기 좋다."
Mercadona,달걀,5,5,2,4,5,저렴한 편,항상 있음,0,5,5,4,1,2,4,5,3,5,3,5,"집밥, 요리용 기본 재료",관광용 기념품 쇼핑이 목적일 때,달걀을 생활형 기준선처럼 보기 좋은 Resident anchor 선택지,"생활형 장보기에서 가장 기준점이 되는 느낌이 강하다. PB와 반복구매용 상품이 탄탄하고, Resident Mode에서 가격과 장바구니 감각을 잡는 anchor로 쓰기 좋다."
